No.,Varietas,Panjang,Besar,Warna,Rasa,Teknik,Musim,Penyakit,PH,Grade Mutu
3971,Beras Merah,6.3,1.2,merah,sangat pulen,SRI,Kemarau,Burung,3,Grade C
3972,Beras Hitam,7.3,6.5,hitam,pulen,SRI,Kemarau,penggerek batang,3,Grade C
3973,panda wangi,6.4,1.2,putih,sangat pulen,Jajar Legowo,Hujan,wereng coklat,4,Grade C
3974,ciheran,6.2,2.2,putih,pulen,Jajar Legowo,Hujan,wereng hijau,4,Grade B
3975,mi kongga,7.1,3.2,putih,sangat pulen,SRI,Hujan,tikus,4,Grade C
3976,IR 64,7.3,4.3,putih,pulen,SRI,Hujan,Burung,4,Grade C
3977,Beras Merah,6.1,5.3,merah,sangat pulen,Jajar Legowo,Hujan,penggerek batang,4,Grade B
3978,Beras Hitam,7.3,6.2,hitam,pulen,Jajar Legowo,Hujan,wereng coklat,4,Grade B
3979,panda wangi,6.5,1.4,coklat,sangat pulen,SRI,Kemarau,wereng hijau,5,Grade B
3980,ciheran,6.2,2.2,putih,pulen,SRI,Kemarau,tikus,5,Grade C
3981,mi kongga,7.2,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,Burung,5,Grade C
3982,IR 64,7.4,4.2,putih,pulen,Jajar Legowo,Kemarau,penggerek batang,5,Grade D
3983,Beras Merah,6.2,5.3,merah,sangat pulen,SRI,Kemarau,wereng coklat,5,Grade B
3984,Beras Hitam,7.2,6.2,hitam,pulen,SRI,Kemarau,wereng hijau,5,Grade B
3985,panda wangi,6.2,1.3,putih,sangat pulen,Jajar Legowo,Hujan,tikus,2,Grade D
3986,ciheran,6.5,2.3,putih,pulen,Jajar Legowo,Hujan,Burung,2,Grade C
3987,mi kongga,7.2,3.3,putih,sangat pulen,SRI,Hujan,penggerek batang,2,Grade D
3988,IR 64,7.3,4.2,putih,pulen,SRI,Hujan,wereng coklat,2,Grade D
3989,Beras Merah,6.2,1.2,merah,sangat pulen,Jajar Legowo,Hujan,wereng hijau,2,Grade B
3990,Beras Hitam,7.2,6.5,hitam,pulen,Jajar Legowo,Hujan,tikus,2,Grade C
3991,panda wangi,6.1,1.2,coklat,sangat pulen,SRI,Kemarau,Burung,3,Grade C
3992,ciheran,6.1,2.2,putih,pulen,SRI,Kemarau,penggerek batang,3,Grade D
3993,mi kongga,7.3,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,wereng coklat,3,Grade D
3994,IR 64,7.5,4.3,putih,pulen,Jajar Legowo,Kemarau,wereng hijau,3,Grade B
3995,Beras Merah,6.1,5.3,merah,sangat pulen,SRI,Kemarau,tikus,3,Grade C
3996,Beras Hitam,7.4,6.2,hitam,pulen,SRI,Kemarau,Burung,3,Grade C
3997,panda wangi,6.2,1.1,putih,sangat pulen,Jajar Legowo,Hujan,penggerek batang,4,Grade C
3998,ciheran,6.4,2.2,putih,pulen,Jajar Legowo,Hujan,wereng coklat,4,Grade B
3999,mi kongga,7.2,3.3,putih,sangat pulen,SRI,Hujan,wereng hijau,4,Grade B
4000,IR 64,7.5,4.3,putih,pulen,SRI,Hujan,tikus,4,Grade C
4001,Beras Merah,6.1,5.2,merah,sangat pulen,Jajar Legowo,Hujan,Burung,4,Grade C
4002,Beras Hitam,7.1,6.4,hitam,pulen,Jajar Legowo,Hujan,penggerek batang,4,Grade B
4003,panda wangi,6.5,1.1,coklat,sangat pulen,SRI,Kemarau,wereng coklat,5,Grade A
4004,ciheran,6.3,2.4,putih,pulen,SRI,Kemarau,wereng hijau,5,Grade B
4005,mi kongga,7.4,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,tikus,5,Grade C
4006,IR 64,7.2,4.3,putih,pulen,Jajar Legowo,Kemarau,Burung,5,Grade C
4007,Beras Merah,6.4,5.2,merah,sangat pulen,SRI,Kemarau,penggerek batang,5,Grade B
4008,Beras Hitam,7.1,6.2,hitam,pulen,SRI,Kemarau,wereng coklat,5,Grade B
4009,panda wangi,6.2,1.4,putih,sangat pulen,Jajar Legowo,Hujan,wereng hijau,2,Grade B
4010,ciheran,6.3,2.2,putih,pulen,Jajar Legowo,Hujan,tikus,2,Grade C
4011,mi kongga,7.2,3.2,putih,sangat pulen,SRI,Hujan,Burung,2,Grade C
4012,IR 64,7.3,4.3,putih,pulen,SRI,Hujan,penggerek batang,2,Grade D
4013,Beras Merah,6,5.3,merah,sangat pulen,Jajar Legowo,Hujan,wereng coklat,2,Grade C
4014,Beras Hitam,7.1,6.2,hitam,pulen,Jajar Legowo,Hujan,wereng hijau,2,Grade B
4015,panda wangi,6.3,1.1,coklat,sangat pulen,SRI,Kemarau,tikus,3,Grade C
4016,ciheran,6.3,2.3,putih,pulen,SRI,Kemarau,Burung,3,Grade D
4017,mi kongga,7.4,3.5,putih,sangat pulen,Jajar Legowo,Kemarau,penggerek batang,3,Grade D
4018,IR 64,7.3,4.5,putih,pulen,Jajar Legowo,Kemarau,wereng coklat,3,Grade D
4019,Beras Merah,6.3,5.5,merah,sangat pulen,SRI,Kemarau,wereng hijau,3,Grade B
4020,Beras Hitam,7.1,6.2,hitam,pulen,SRI,Kemarau,tikus,3,Grade C
4021,panda wangi,6.5,1.3,putih,sangat pulen,Jajar Legowo,Hujan,Burung,4,Grade C
4022,ciheran,6.3,2.3,putih,pulen,Jajar Legowo,Hujan,penggerek batang,4,Grade B
4023,mi kongga,7.2,3.3,putih,sangat pulen,SRI,Hujan,wereng coklat,4,Grade C
4024,IR 64,7.4,4.2,putih,pulen,SRI,Hujan,wereng hijau,4,Grade B
4025,Beras Merah,6.2,5.2,merah,sangat pulen,Jajar Legowo,Hujan,tikus,4,Grade C
4026,Beras Hitam,7.1,6.2,hitam,pulen,Jajar Legowo,Hujan,Burung,4,Grade C
4027,panda wangi,6.3,1.4,coklat,sangat pulen,SRI,Kemarau,penggerek batang,5,Grade A
4028,ciheran,6.4,2.2,putih,pulen,SRI,Kemarau,wereng coklat,5,Grade B
4029,mi kongga,7.5,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,wereng hijau,5,Grade B
4030,IR 64,7.3,4.2,putih,pulen,Jajar Legowo,Kemarau,tikus,5,Grade C
4031,Beras Merah,6.5,5.3,merah,sangat pulen,SRI,Kemarau,Burung,5,Grade C
4032,Beras Hitam,7.5,6.2,hitam,pulen,SRI,Kemarau,penggerek batang,5,Grade B
4033,panda wangi,6.2,1.2,putih,sangat pulen,Jajar Legowo,Hujan,wereng coklat,2,Grade D
4034,ciheran,6.5,2.3,putih,pulen,Jajar Legowo,Hujan,wereng hijau,2,Grade B
4035,mi kongga,7.2,3.3,putih,sangat pulen,SRI,Hujan,tikus,2,Grade C
4036,IR 64,7.1,4.2,putih,pulen,SRI,Hujan,Burung,2,Grade C
4037,Beras Merah,6.3,5.1,merah,sangat pulen,Jajar Legowo,Hujan,penggerek batang,2,Grade C
4038,Beras Hitam,7.3,6.3,hitam,pulen,Jajar Legowo,Hujan,wereng coklat,2,Grade C
4039,panda wangi,6.2,1.2,coklat,sangat pulen,SRI,Kemarau,wereng hijau,3,Grade B
4040,ciheran,6.4,2.3,putih,pulen,SRI,Kemarau,tikus,3,Grade D
4041,mi kongga,7.5,3.3,putih,sangat pulen,Jajar Legowo,Kemarau,Burung,3,Grade D
4042,IR 64,7.2,4.2,putih,pulen,Jajar Legowo,Kemarau,penggerek batang,3,Grade D
4043,Beras Merah,6.4,5.1,merah,sangat pulen,SRI,Kemarau,wereng coklat,3,Grade C
4044,Beras Hitam,7.2,6.3,hitam,pulen,SRI,Kemarau,wereng hijau,3,Grade B
4045,panda wangi,6.4,1.1,putih,sangat pulen,Jajar Legowo,Hujan,tikus,4,Grade C
4046,ciheran,6.3,2.2,putih,pulen,Jajar Legowo,Hujan,Burung,4,Grade C
4047,mi kongga,7.2,3.3,putih,sangat pulen,SRI,Hujan,penggerek batang,4,Grade C
4048,IR 64,7.4,4.3,putih,pulen,SRI,Hujan,wereng coklat,4,Grade C
4049,Beras Merah,6.4,5.2,merah,sangat pulen,Jajar Legowo,Hujan,wereng hijau,4,Grade B
4050,Beras Hitam,7.3,6.4,hitam,pulen,Jajar Legowo,Hujan,tikus,4,Grade C
4051,panda wangi,6.5,1.1,coklat,sangat pulen,SRI,Kemarau,Burung,5,Grade B
4052,ciheran,6.6,2.4,putih,pulen,SRI,Kemarau,penggerek batang,5,Grade C
4053,mi kongga,7.2,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,wereng coklat,5,Grade C
4054,IR 64,7.3,4.3,putih,pulen,Jajar Legowo,Kemarau,wereng hijau,5,Grade B
4055,Beras Merah,6.6,5.2,merah,sangat pulen,SRI,Kemarau,tikus,5,Grade C
4056,Beras Hitam,7.2,6.2,hitam,pulen,SRI,Kemarau,Burung,5,Grade C
4057,panda wangi,6.1,1.4,putih,sangat pulen,Jajar Legowo,Hujan,penggerek batang,2,Grade D
4058,ciheran,6.4,2.2,putih,pulen,Jajar Legowo,Hujan,wereng coklat,2,Grade C
4059,mi kongga,7.5,3.2,putih,sangat pulen,SRI,Hujan,wereng hijau,2,Grade B
4060,IR 64,7.3,4.3,putih,pulen,SRI,Hujan,tikus,2,Grade C
4061,Beras Merah,6.1,5.3,merah,sangat pulen,Jajar Legowo,Hujan,Burung,2,Grade C
4062,Beras Hitam,7.4,6.2,hitam,pulen,Jajar Legowo,Hujan,penggerek batang,2,Grade C
4063,panda wangi,6.2,1.1,coklat,sangat pulen,SRI,Kemarau,wereng coklat,3,Grade B
4064,ciheran,6.4,2.3,putih,pulen,SRI,Kemarau,wereng hijau,3,Grade B
4065,mi kongga,7.2,3.5,putih,sangat pulen,Jajar Legowo,Kemarau,tikus,3,Grade D
4066,IR 64,7.5,4.5,putih,pulen,Jajar Legowo,Kemarau,Burung,3,Grade D
4067,Beras Merah,6.3,5.5,merah,sangat pulen,SRI,Kemarau,penggerek batang,3,Grade C
4068,Beras Hitam,7.5,6.2,hitam,pulen,SRI,Kemarau,wereng coklat,3,Grade C
4069,panda wangi,6.3,1.3,putih,sangat pulen,Jajar Legowo,Hujan,wereng hijau,4,Grade B
4070,ciheran,6.2,2.3,putih,pulen,Jajar Legowo,Hujan,tikus,4,Grade C
4071,mi kongga,7.1,3.3,putih,sangat pulen,SRI,Hujan,Burung,4,Grade C
4072,IR 64,7.5,4.2,putih,pulen,SRI,Hujan,penggerek batang,4,Grade C
4073,Beras Merah,6.2,5.2,merah,sangat pulen,Jajar Legowo,Hujan,wereng coklat,4,Grade B
4074,Beras Hitam,7.4,6.2,hitam,pulen,Jajar Legowo,Hujan,wereng hijau,4,Grade B
4075,panda wangi,6.1,1.4,coklat,sangat pulen,SRI,Kemarau,tikus,5,Grade B
4076,ciheran,6.4,2.2,putih,pulen,SRI,Kemarau,Burung,5,Grade C
4077,mi kongga,7.3,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,penggerek batang,5,Grade D
4078,IR 64,7.2,4.2,putih,pulen,Jajar Legowo,Kemarau,wereng coklat,5,Grade C
4079,Beras Merah,6.1,5.3,merah,sangat pulen,SRI,Kemarau,wereng hijau,5,Grade B
4080,Beras Hitam,7.1,6.2,hitam,pulen,SRI,Kemarau,tikus,5,Grade C
4081,panda wangi,6.5,1.3,putih,sangat pulen,Jajar Legowo,Hujan,Burung,2,Grade D
4082,ciheran,6.3,2.3,putih,pulen,Jajar Legowo,Hujan,penggerek batang,2,Grade C
4083,mi kongga,7.4,3.3,putih,sangat pulen,SRI,Hujan,wereng coklat,2,Grade D
4084,IR 64,7.2,4.2,putih,pulen,SRI,Hujan,wereng hijau,2,Grade B
4085,Beras Merah,6.1,1.2,merah,sangat pulen,Jajar Legowo,Hujan,tikus,2,Grade C
4086,Beras Hitam,7.3,6.5,hitam,pulen,Jajar Legowo,Hujan,Burung,2,Grade C
4087,panda wangi,6.5,1.2,coklat,sangat pulen,SRI,Kemarau,penggerek batang,3,Grade B
4088,ciheran,6.2,2.2,putih,pulen,SRI,Kemarau,wereng coklat,3,Grade C
4089,mi kongga,7.4,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,wereng hijau,3,Grade B
4090,IR 64,7.1,4.3,putih,pulen,Jajar Legowo,Kemarau,tikus,3,Grade D
4091,Beras Merah,6.4,5.3,merah,sangat pulen,SRI,Kemarau,Burung,3,Grade C
4092,Beras Hitam,7.4,6.2,hitam,pulen,SRI,Kemarau,penggerek batang,3,Grade C
4093,panda wangi,6.2,1.4,putih,sangat pulen,Jajar Legowo,Hujan,wereng coklat,4,Grade C
4094,ciheran,6.1,2.2,putih,pulen,Jajar Legowo,Hujan,wereng hijau,4,Grade B
4095,mi kongga,7.4,3.2,putih,sangat pulen,SRI,Hujan,tikus,4,Grade C
4096,IR 64,7.5,4.2,putih,pulen,SRI,Hujan,Burung,4,Grade C
4097,Beras Merah,6.3,5.3,merah,sangat pulen,Jajar Legowo,Hujan,penggerek batang,4,Grade B
4098,Beras Hitam,7.1,6.2,hitam,pulen,Jajar Legowo,Hujan,wereng coklat,4,Grade B
4099,panda wangi,6.3,1.3,coklat,sangat pulen,SRI,Kemarau,wereng hijau,5,Grade B
4100,ciheran,6.4,2.3,putih,pulen,SRI,Kemarau,tikus,5,Grade C
4101,mi kongga,7.5,3.3,putih,sangat pulen,Jajar Legowo,Kemarau,Burung,5,Grade C
4102,IR 64,7.3,4.2,putih,pulen,Jajar Legowo,Kemarau,penggerek batang,5,Grade D
4103,Beras Merah,6.5,1.2,merah,sangat pulen,SRI,Kemarau,wereng coklat,5,Grade B
4104,Beras Hitam,7.5,6.5,hitam,pulen,SRI,Kemarau,wereng hijau,5,Grade B
4105,panda wangi,6.2,1.2,putih,sangat pulen,Jajar Legowo,Hujan,tikus,2,Grade D
4106,ciheran,6.5,2.2,putih,pulen,Jajar Legowo,Hujan,Burung,2,Grade C
4107,mi kongga,7.2,3.2,putih,sangat pulen,SRI,Hujan,penggerek batang,2,Grade D
4108,IR 64,7.1,4.3,putih,pulen,SRI,Hujan,wereng coklat,2,Grade D
4109,Beras Merah,6.3,5.3,merah,sangat pulen,Jajar Legowo,Hujan,wereng hijau,2,Grade B
4110,Beras Hitam,7.3,6.2,hitam,pulen,Jajar Legowo,Hujan,tikus,2,Grade C
4111,panda wangi,6.2,1.4,coklat,sangat pulen,SRI,Kemarau,Burung,3,Grade C
4112,ciheran,6.4,2.2,putih,pulen,SRI,Kemarau,penggerek batang,3,Grade D
4113,mi kongga,7.5,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,wereng coklat,3,Grade D
4114,IR 64,7.2,4.2,putih,pulen,Jajar Legowo,Kemarau,wereng hijau,3,Grade B
4115,Beras Merah,6.4,5.3,merah,sangat pulen,SRI,Kemarau,tikus,3,Grade C
4116,Beras Hitam,7.2,6.2,hitam,pulen,SRI,Kemarau,Burung,3,Grade C
4117,panda wangi,6.4,1.3,putih,sangat pulen,Jajar Legowo,Hujan,penggerek batang,4,Grade C
4118,ciheran,6.3,2.3,putih,pulen,Jajar Legowo,Hujan,wereng coklat,4,Grade B
4119,mi kongga,7.2,3.3,putih,sangat pulen,SRI,Hujan,wereng hijau,4,Grade B
4120,IR 64,7.4,4.2,putih,pulen,SRI,Hujan,tikus,4,Grade C
4121,Beras Merah,6.4,1.2,merah,sangat pulen,Jajar Legowo,Hujan,Burung,4,Grade C
4122,Beras Hitam,7.3,6.5,hitam,pulen,Jajar Legowo,Hujan,penggerek batang,4,Grade B
4123,panda wangi,6.5,1.2,coklat,sangat pulen,SRI,Kemarau,wereng coklat,5,Grade A
4124,ciheran,6.6,2.2,putih,pulen,SRI,Kemarau,wereng hijau,5,Grade B
4125,mi kongga,7.2,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,tikus,5,Grade C
4126,IR 64,7.3,4.3,putih,pulen,Jajar Legowo,Kemarau,Burung,5,Grade C
4127,Beras Merah,6.6,5.3,merah,sangat pulen,SRI,Kemarau,penggerek batang,5,Grade B
4128,Beras Hitam,7.2,6.2,hitam,pulen,SRI,Kemarau,wereng coklat,5,Grade B
4129,panda wangi,6.1,1.2,putih,sangat pulen,Jajar Legowo,Hujan,wereng hijau,2,Grade B
4130,ciheran,6.4,2.3,putih,pulen,Jajar Legowo,Hujan,tikus,2,Grade C
4131,mi kongga,7.5,3.3,putih,sangat pulen,SRI,Hujan,Burung,2,Grade C
4132,IR 64,7.3,4.2,putih,pulen,SRI,Hujan,penggerek batang,2,Grade D
4133,Beras Merah,6.2,5.1,merah,sangat pulen,Jajar Legowo,Hujan,wereng coklat,2,Grade C
4134,Beras Hitam,7.1,6.3,hitam,pulen,Jajar Legowo,Hujan,wereng hijau,2,Grade B
4135,panda wangi,6.3,1.2,coklat,sangat pulen,SRI,Kemarau,tikus,3,Grade C
4136,ciheran,6.2,2.3,putih,pulen,SRI,Kemarau,Burung,3,Grade D
4137,mi kongga,7.2,3.3,putih,sangat pulen,Jajar Legowo,Kemarau,penggerek batang,3,Grade D
4138,IR 64,7.1,4.2,putih,pulen,Jajar Legowo,Kemarau,wereng coklat,3,Grade D
4139,Beras Merah,6.2,5.1,merah,sangat pulen,SRI,Kemarau,wereng hijau,3,Grade B
4140,Beras Hitam,7.2,6.3,hitam,pulen,SRI,Kemarau,tikus,3,Grade C
4141,panda wangi,6.2,1.1,putih,sangat pulen,Jajar Legowo,Hujan,Burung,4,Grade C
4142,ciheran,6.3,2.2,putih,pulen,Jajar Legowo,Hujan,penggerek batang,4,Grade B
4143,mi kongga,7.4,3.3,putih,sangat pulen,SRI,Hujan,wereng coklat,4,Grade C
4144,IR 64,7.2,4.3,putih,pulen,SRI,Hujan,wereng hijau,4,Grade B
4145,Beras Merah,6.2,5.2,merah,sangat pulen,Jajar Legowo,Hujan,tikus,4,Grade C
4146,Beras Hitam,7.2,6.4,hitam,pulen,Jajar Legowo,Hujan,Burung,4,Grade C
4147,panda wangi,6.4,1.1,coklat,sangat pulen,SRI,Kemarau,penggerek batang,5,Grade A
4148,ciheran,6.3,2.4,putih,pulen,SRI,Kemarau,wereng coklat,5,Grade B
4149,mi kongga,7.1,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,wereng hijau,5,Grade B
4150,IR 64,7.2,4.3,putih,pulen,Jajar Legowo,Kemarau,tikus,5,Grade C
4151,Beras Merah,6.4,5.2,merah,sangat pulen,SRI,Kemarau,Burung,5,Grade C
4152,Beras Hitam,7.2,6.2,hitam,pulen,SRI,Kemarau,penggerek batang,5,Grade B
4153,panda wangi,6.1,1.4,putih,sangat pulen,Jajar Legowo,Hujan,wereng coklat,2,Grade D
4154,ciheran,6.3,2.2,putih,pulen,Jajar Legowo,Hujan,wereng hijau,2,Grade B
4155,mi kongga,7.5,3.2,putih,sangat pulen,SRI,Hujan,tikus,2,Grade C
4156,IR 64,7.1,4.3,putih,pulen,SRI,Hujan,Burung,2,Grade C
4157,Beras Merah,6,5.3,merah,sangat pulen,Jajar Legowo,Hujan,penggerek batang,2,Grade C
4158,Beras Hitam,7.1,6.2,hitam,pulen,Jajar Legowo,Hujan,wereng coklat,2,Grade C
4159,panda wangi,6.3,1.2,coklat,sangat pulen,SRI,Kemarau,wereng hijau,3,Grade B
4160,ciheran,6.3,2.3,putih,pulen,SRI,Kemarau,tikus,3,Grade D
4161,mi kongga,7.4,3.3,putih,sangat pulen,Jajar Legowo,Kemarau,Burung,3,Grade D
4162,IR 64,7.3,4.2,putih,pulen,Jajar Legowo,Kemarau,penggerek batang,3,Grade D
4163,Beras Merah,6.3,5.1,merah,sangat pulen,SRI,Kemarau,wereng coklat,3,Grade C
4164,Beras Hitam,7.1,6.3,hitam,pulen,SRI,Kemarau,wereng hijau,3,Grade B
4165,panda wangi,6.5,1.2,putih,sangat pulen,Jajar Legowo,Hujan,tikus,4,Grade C
4166,ciheran,6.3,2.3,putih,pulen,Jajar Legowo,Hujan,Burung,4,Grade C
4167,mi kongga,7.2,3.3,putih,sangat pulen,SRI,Hujan,penggerek batang,4,Grade C
4168,IR 64,7.4,4.2,putih,pulen,SRI,Hujan,wereng coklat,4,Grade C
4169,Beras Merah,6.2,5.1,merah,sangat pulen,Jajar Legowo,Hujan,wereng hijau,4,Grade B
4170,Beras Hitam,7.1,6.3,hitam,pulen,Jajar Legowo,Hujan,tikus,4,Grade C
4171,panda wangi,6.3,1.1,coklat,sangat pulen,SRI,Kemarau,Burung,5,Grade B
4172,ciheran,6.4,2.2,putih,pulen,SRI,Kemarau,penggerek batang,5,Grade C
4173,mi kongga,6,3.3,putih,sangat pulen,Jajar Legowo,Kemarau,wereng coklat,5,Grade C
4174,IR 64,7.1,4.3,putih,pulen,Jajar Legowo,Kemarau,wereng hijau,5,Grade B
4175,Beras Merah,6.3,5.2,merah,sangat pulen,SRI,Kemarau,tikus,5,Grade C
4176,Beras Hitam,6.3,6.4,hitam,pulen,SRI,Kemarau,Burung,5,Grade C
4177,panda wangi,7.4,1.1,putih,sangat pulen,Jajar Legowo,Hujan,penggerek batang,2,Grade D
4178,ciheran,7.3,2.4,putih,pulen,Jajar Legowo,Hujan,wereng coklat,2,Grade C
4179,mi kongga,6.3,3.2,putih,sangat pulen,SRI,Hujan,wereng hijau,2,Grade B
4180,IR 64,7.1,4.3,putih,pulen,SRI,Hujan,tikus,2,Grade C
4181,Beras Merah,6.5,5.2,merah,sangat pulen,Jajar Legowo,Hujan,Burung,2,Grade C
4182,Beras Hitam,6.3,6.2,hitam,pulen,Jajar Legowo,Hujan,penggerek batang,2,Grade C
4183,panda wangi,7.2,1.4,coklat,sangat pulen,SRI,Kemarau,wereng coklat,3,Grade B
4184,ciheran,7.4,2.2,putih,pulen,SRI,Kemarau,wereng hijau,3,Grade B
4185,mi kongga,6.2,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,tikus,3,Grade D
4186,IR 64,7.2,4.3,putih,pulen,Jajar Legowo,Kemarau,Burung,3,Grade D
4187,Beras Merah,6.1,5.3,merah,sangat pulen,SRI,Kemarau,penggerek batang,3,Grade C
4188,Beras Hitam,6.1,6.2,hitam,pulen,SRI,Kemarau,wereng coklat,3,Grade C
4189,panda wangi,7.3,1.1,putih,sangat pulen,Jajar Legowo,Hujan,wereng hijau,4,Grade B
4190,ciheran,7.5,2.3,putih,pulen,Jajar Legowo,Hujan,tikus,4,Grade C
4191,mi kongga,6.3,3.5,putih,sangat pulen,SRI,Hujan,Burung,4,Grade C
4192,IR 64,7.3,4.5,putih,pulen,SRI,Hujan,penggerek batang,4,Grade C
4193,Beras Merah,6.2,5.5,merah,sangat pulen,Jajar Legowo,Hujan,wereng coklat,4,Grade B
4194,Beras Hitam,6.4,6.2,hitam,pulen,Jajar Legowo,Hujan,wereng hijau,4,Grade B
4195,panda wangi,7.5,1.3,coklat,sangat pulen,SRI,Kemarau,tikus,5,Grade B
4196,ciheran,7.2,2.3,putih,pulen,SRI,Kemarau,Burung,5,Grade C
4197,mi kongga,6.4,3.3,putih,sangat pulen,Jajar Legowo,Kemarau,penggerek batang,5,Grade D
4198,IR 64,7.2,4.2,putih,pulen,Jajar Legowo,Kemarau,wereng coklat,5,Grade C
4199,Beras Merah,6.4,5.2,merah,sangat pulen,SRI,Kemarau,wereng hijau,5,Grade B
4200,Beras Hitam,6.3,6.2,hitam,pulen,SRI,Kemarau,tikus,5,Grade C
4201,panda wangi,7.2,1.4,putih,sangat pulen,Jajar Legowo,Hujan,Burung,2,Grade D
4202,ciheran,7.4,2.2,putih,pulen,Jajar Legowo,Hujan,penggerek batang,2,Grade C
4203,mi kongga,6.4,3.2,putih,sangat pulen,SRI,Hujan,wereng coklat,2,Grade D
4204,IR 64,7.3,4.2,putih,pulen,SRI,Hujan,wereng hijau,2,Grade B
4205,Beras Merah,6.5,5.3,merah,sangat pulen,Jajar Legowo,Hujan,tikus,2,Grade C
4206,Beras Hitam,6.6,6.2,hitam,pulen,Jajar Legowo,Hujan,Burung,2,Grade C
4207,panda wangi,7.2,1.2,coklat,sangat pulen,SRI,Kemarau,penggerek batang,3,Grade B
4208,ciheran,7.3,2.3,putih,pulen,SRI,Kemarau,wereng coklat,3,Grade C
4209,mi kongga,6.6,3.3,putih,sangat pulen,Jajar Legowo,Kemarau,wereng hijau,3,Grade B
4210,IR 64,7.2,4.2,putih,pulen,Jajar Legowo,Kemarau,tikus,3,Grade D
4211,Beras Merah,6.1,5.1,merah,sangat pulen,SRI,Kemarau,Burung,3,Grade C
4212,Beras Hitam,6.4,6.3,hitam,pulen,SRI,Kemarau,penggerek batang,3,Grade C
4213,panda wangi,7.5,1.2,putih,sangat pulen,Jajar Legowo,Hujan,wereng coklat,4,Grade C
4214,ciheran,7.3,2.3,putih,pulen,Jajar Legowo,Hujan,wereng hijau,4,Grade B
4215,mi kongga,6.3,3.3,putih,sangat pulen,SRI,Hujan,tikus,4,Grade C
4216,IR 64,7.2,4.2,putih,pulen,SRI,Hujan,Burung,4,Grade C
4217,Beras Merah,6.5,5.1,merah,sangat pulen,Jajar Legowo,Hujan,penggerek batang,4,Grade B
4218,Beras Hitam,6.4,6.3,hitam,pulen,Jajar Legowo,Hujan,wereng coklat,4,Grade B
4219,panda wangi,7.4,1.1,coklat,sangat pulen,SRI,Kemarau,wereng hijau,5,Grade B
4220,ciheran,7.4,2.2,putih,pulen,SRI,Kemarau,tikus,5,Grade C
4221,mi kongga,6.1,3.3,putih,sangat pulen,Jajar Legowo,Kemarau,Burung,5,Grade C
4222,IR 64,7.3,4.3,putih,pulen,Jajar Legowo,Kemarau,penggerek batang,5,Grade D
4223,Beras Merah,6.5,5.2,merah,sangat pulen,SRI,Kemarau,wereng coklat,5,Grade B
4224,Beras Hitam,6.4,6.4,hitam,pulen,SRI,Kemarau,wereng hijau,5,Grade B
4225,panda wangi,7.2,1.1,putih,sangat pulen,Jajar Legowo,Hujan,tikus,2,Grade D
4226,ciheran,7.1,2.4,putih,pulen,Jajar Legowo,Hujan,Burung,2,Grade C
4227,mi kongga,6.2,3.2,putih,sangat pulen,SRI,Hujan,penggerek batang,2,Grade D
4228,IR 64,7.1,4.3,putih,pulen,SRI,Hujan,wereng coklat,2,Grade D
4229,Beras Merah,6.3,5.2,merah,sangat pulen,Jajar Legowo,Hujan,wereng hijau,2,Grade B
4230,Beras Hitam,6.4,6.2,hitam,pulen,Jajar Legowo,Hujan,tikus,2,Grade C
4231,panda wangi,7.5,1.4,coklat,sangat pulen,SRI,Kemarau,Burung,3,Grade C
4232,ciheran,7.3,2.2,putih,pulen,SRI,Kemarau,penggerek batang,3,Grade D
4233,mi kongga,6.5,3.2,putih,sangat pulen,Jajar Legowo,Kemarau,wereng coklat,3,Grade D
4234,IR 64,7.5,4.3,putih,pulen,Jajar Legowo,Kemarau,wereng hijau,3,Grade B
4235,Beras Merah,6.2,5.3,merah,sangat pulen,SRI,Kemarau,tikus,3,Grade C
4236,Beras Hitam,6.5,6.2,hitam,pulen,SRI,Kemarau,Burung,3,Grade C
4237,panda wangi,7.2,1.1,putih,sangat pulen,Jajar Legowo,Hujan,penggerek batang,4,Grade C
4238,ciheran,7.1,2.3,putih,pulen,Jajar Legowo,Hujan,wereng coklat,4,Grade B
4239,mi kongga,6.3,3.5,putih,sangat pulen,SRI,Hujan,wereng hijau,4,Grade B
4240,IR 64,7.3,4.5,putih,pulen,SRI,Hujan,tikus,4,Grade C
4241,Beras Merah,6.2,5.5,merah,sangat pulen,Jajar Legowo,Hujan,Burung,4,Grade C
4242,Beras Hitam,6.4,6.2,hitam,pulen,Jajar Legowo,Hujan,penggerek batang,4,Grade B
4243,panda wangi,7.5,1.3,coklat,sangat pulen,SRI,Kemarau,wereng coklat,5,Grade A
4244,ciheran,7.2,2.3,putih,pulen,SRI,Kemarau,wereng hijau,5,Grade B
4245,mi kongga,6.4,3.3,putih,sangat pulen,Jajar Legowo,Kemarau,tikus,5,Grade C
